operations,operations,task,operațiuni,műveletek
optic_industry,optic,industry,optică,optikai ipar
optical_industry,optical,industry,optic,optikai
optimisation_task,optimisation,task,optimizare,optimalizálás
optoelectronic_industry,optoelectronic,industry,optoelectronică,optoelektronika
optomechanical_industry,optomechanical,industry,optomecanică,optomechanika
ordinary_noop,ordinary,noop,uzual,ordináris
ore_knowledge_domain,ore,knowledge_domain,minereuri,ércásványtan
ore_product,ore,product,minereu,érc
organ_work_object,organ,work_object,orgă,orgona
ornamental_industry,ornamental,industry,ornamental,díszítőipar
orthopaedic_industry,orthopaedic,industry,ortopedie,ortopédia
orthotics_work_object,orthotic,work_object,orteze,ortézisek
other_product,other,product,alte produse,egyéb termék
other_glassware_knowledge_domain,other glassware,knowledge_domain,sticlărie specială,egyéb üvegáru
other_glassware_product,other glassware,product,alte articole din sticlă,egyéb üvegáru
outdoor_knowledge_domain,outdoor,knowledge_domain,activități în aer liber,szabadidős tevékenység
outdoor_activity_knowledge_domain,outdoor activity,knowledge_domain,activitate în aer liber,szabadtéri tevékenység
overhaul,overhaul,task,revizie generală,nagyjavítás
overhead_line_work_object,overhead line,work_object,linie electrică aeriană,felsővezeték
oxy_fuel_work_object,oxy fuel,work_object,oxigaz,oxigén-üzemanyag
packaging_task,packaging,task,ambalare,csomagolás
packing_task,packing,task,împachetare,pakolás
paint_product,paint,product,vopsea,festék
painting,painting,task,vopsire,festés
palliative_industry,palliative,industry,îngrijire paliativă,palliatív ellátás
panel_product,panel,product,panou,panel
panel_work_object,panel,work_object,panou,panel
panels_product,panels,product,panouri,panelek
panels_work_object,panels,work_object,panouri,panelek
paper_product,paper,product,hârtie,papír
paper_work_object,paper,work_object,hârtie,papír
paper_bag_work_object,paper bag,work_object,sac de hârtie,papírzacskó
paper_pulp_work_object,paper pulp,work_object,pastă de hârtie,papírpép
paper_stationery_work_object,paper stationery,work_object,papetărie,papíráru
paperboard_product_work_object,paperboard product,work_object,produs din carton,kartontermék
park,park,venue,parc,park
parking_task,parking,task,parcare,parkolás
parliament_task,parliament,task,activitate parlamentară,parlamenti feladatok
parliamentary_industry,parliamentary,industry,parlamentar,parlamenti
part_knowledge_domain,part,knowledge_domain,componente,alkatrészek
part_product,part,product,piesă,alkatrész
part_work_object,part,work_object,piesă,alkatrész
party_industry,party,industry,partid politic,párt
passenger,passenger,population,pasager,utas
passengers,passengers,population,pasageri,utasok
passport_venue,passport,venue,birou pașapoarte,útlevélkezelő
pasta_work_object,pasta,work_object,paste făinoase,tészta
pastoral_industry,pastoral,industry,pastoral,pasztorális
pastry_work_object,pastry,work_object,patiserie,péksütemény
patent_work_object,patent,work_object,brevet,szabadalom
pathology_knowledge_domain,pathology,knowledge_domain,patologie,patológia
patient,patient,population,pacient,beteg
patients,patients,population,pacienți,betegek
payroll_work_object,payroll,work_object,salarizare,bérszámfejtés
peace_work_object,peace,work_object,pace,béke
pension_task,pension,task,pensii,nyugdíjkezelés
people,people,population,oameni,emberek
perforating_task,perforating,task,perforare,perforálás
performance,performance,task,performanță,teljesítmény
performing_task,performing,task,interpretare artistică,előadóművészet
perfume_knowledge_domain,perfume,knowledge_domain,parfumerie,parfüméria
perfume_product,perfume,product,parfum,parfüm
perfume_work_object,perfume,work_object,parfum,parfüm
perfusion_task,perfusion,task,perfuzie,perfúzió
peripheral_industry,peripheral,industry,periferice,perifériaipar
personal_industry,personal,industry,servicii personale,személyi szolgáltatások
persons,persons,population,persoane,személyek
pest_task,pest,task,combatere dăunători,kártevőirtás
pesticide_work_object,pesticide,work_object,pesticid,rovarirtó
pet,pet,population,animal de companie,kisállat
petroleum_work_object,petroleum,work_object,petrol,kőolaj
pets,pets,population,animale de companie,kisállatok
pharmaceutical,pharmaceutical,industry,farmaceutic,gyógyszeripar
pharmaceutical_product,pharmaceutical,product,produs farmaceutic,gyógyszeripari termék
pharmacy_knowledge_domain,pharmacy,knowledge_domain,farmacie,gyógyszerészet
pharmacy_work_object,pharmacy,work_object,farmacie,gyógyszertár
philosophy,philosophy,knowledge_domain,filosofie,filozófia
phone,phone,channel,telefon,telefon
photographic_industry,photographic,industry,fotografic,fényképészeti ipar
photography,photography,industry,fotografie,fényképészet
photonics_knowledge_domain,photonic,knowledge_domain,fotonică,fotonika
photonics_work_object,photonic,work_object,fotonică,fotonika
physical,physical,industry,fizic,fizikai
physics,physics,knowledge_domain,fizică,fizika
physiotherapy_work_object,physiotherapy,work_object,fizioterapie,fizioterápia
piano_work_object,piano,work_object,pian,zongora
picture_knowledge_domain,picture,knowledge_domain,imagine,kép
picture_product,picture,product,tablou,kép
picture_work_object,picture,work_object,imagine,kép
picture_film_work_object,picture film,work_object,film fotografic,játékfilm
pig_work_object,pig,work_object,porcine,sertés
pilate_knowledge_domain,pilate,knowledge_domain,Pilates,Pilates
pile_work_object,pile,work_object,pilon,cölöp
pill_work_object,pill,work_object,pastilă,tabletta
pipe_work_object,pipe,work_object,țeavă,cső
pipeline_knowledge_domain,pipeline,knowledge_domain,conducte,csővezeték-hálózat
pipeline_product,pipeline,product,conductă,csővezeték
pipeline_work_object,pipeline,work_object,conductă,csővezeték
pipeline_route_work_object,pipeline route,work_object,traseu de conductă,csővezeték-nyomvonal
planning,planning,task,planificare,tervezés
plant,plant,venue,uzină,üzem
plasma_work_object,plasma,work_object,plasmă,plazma
plastering_task,plastering,task,tencuire,vakolás
plastic_industry,plastic,industry,mase plastice,műanyagipar
plate_glass_work_object,plate glass,work_object,sticlă plană,síküveg
plodder_work_object,plodder,work_object,extruder de săpun,szappanprés
plumbing_task,plumbing,task,instalații sanitare,vízvezeték-szerelés
pneumatic_industry,pneumatic,industry,pneumatică,pneumatika
podcast_knowledge_domain,podcast,knowledge_domain,podcast,podcast
podiatry_work_object,podiatry,work_object,podologie,podológia
police_knowledge_domain,police,knowledge_domain,poliție,rendőrség
police_work_object,police,work_object,poliție,rendőrség
policy,policy,task,politici publice,politikai irányelv
politics_knowledge_domain,politic,knowledge_domain,politică,politika
political,political,industry,politic,politikai
pollution_task,pollution,task,combatere poluare,szennyezéskezelés
porcelain_work_object,porcelain,work_object,porțelan,porcelán
port,port,venue,port,kikötő
post_task,post,task,poștă,posta
post_production_task,post-production,task,postproducție,utómunka
pottery_work_object,pottery,work_object,olărit,fazekasság
poultry_work_object,poultry,work_object,păsări de curte,baromfi
power_knowledge_domain,power,knowledge_domain,energie electrică,energetika
power_product,power,product,sursă de alimentare,áramforrás
power_work_object,power,work_object,energie,energia


concept_id,canonical,dimension,ro,hu
power_line_work_object,power line,work_object,linie electrică,távvezeték
powertrain_work_object,powertrain,work_object,grup motopropulsor,hajtáslánc
practice_industry,practice,industry,practică profesională,praxisipar
pre_work_object,pre,work_object,prelucrare prealabilă,előzetes
pre_lasting_task,pre-lasting,task,pre-tragere pe calapod,előkaptafázás
pre_stitching_task,pre-stitching,task,pre-coasere,elővarrás
precast_work_object,precast,work_object,prefabricate din beton,előregyártott elem
precious_work_object,precious,work_object,metale și pietre prețioase,drágakövek és nemesfémek
precision_task,precision,task,mecatronică de precizie,precíziós megmunkálás
predictive_industry,predictive,industry,analiză predictivă,prediktív ipar
preparation_task,preparation,task,pregătire,előkészítés
prepared_industry,prepared,industry,produse preparate,készítményipar
prepared_meat_work_object,prepared meat,work_object,carne preparată,előkészített hús
prepress_work_object,prepress,work_object,pretipar,nyomdai előkészítés
presales_channel,presales,channel,pre-vânzare,értékesítés előtti csatorna
presales_task,presales,task,activități de pre-vânzare,presales feladatok
press_industry,press,industry,presă și mass-media,sajtóipar
press_product,press,product,presă,prés
press_work_object,press,work_object,presă,prés
prevention_task,prevention,task,prevenire,megelőzés
pricing_task,pricing,task,stabilire de prețuri,árazás
primary_venue,primary,venue,școală primară,elsődleges helyszín
primary_school,primary school,venue,școală primară,általános iskola
print_work_object,print,work_object,tipar,nyomtatás
printed_work_object,printed,work_object,materiale tipărite,nyomtatott anyag
printing,printing,task,tipărire,nyomtatás
prior_task,prior,task,prioritizare,prioritálás
prison,prison,venue,penitenciar,börtön
private,private,industry,sector privat,magánszektor
probation_task,probation,task,probațiune,pártfogó felügyelet
process,process,task,procesare,folyamatkezelés
processing,processing,task,prelucrare,feldolgozás
procurement_task,procurement,task,achiziții,beszerzés
product_knowledge_domain,product,knowledge_domain,management de produs,termékmenedzsment
product_product,product,product,produs,termék
product_work_object,product,work_object,produs,termék
production,production,task,producție,termelés
products_product,products,product,produse,termékek
program,program,task,programare,programozás
programme,programme,task,program,programkezelés
programming,programming,knowledge_domain,programare,programozás
project,project,task,management de proiect,projektmenedzsment
promotion_task,promotion,task,promovare,promóció
prop_work_object,prop,work_object,recuzită,kellék
prop_mistress_work_object,prop mistress,work_object,responsabilă cu recuzita,kellékes
property_knowledge_domain,property,knowledge_domain,proprietăți imobiliare,ingatlanjog
property_work_object,property,work_object,proprietate,ingatlan
protection,protection,task,protecție,védelem
protective_industry,protective,industry,echipamente de protecție,védőfelszerelés-ipar
psychology,psychology,knowledge_domain,psihologie,pszichológia
public,public,industry,sector public,közszféra
public_knowledge_domain,public,knowledge_domain,administrație publică,közigazgatás
public_relations,public relations,knowledge_domain,relații publice,pr
publishing_task,publishing,task,editare și publicare,kiadás
pulp_work_object,pulp,work_object,pastă de celuloză,papírpép
pultrusion_task,pultrusion,task,pultruziune,pultrúzió
pump_product,pump,product,pompă,szivattyú
pump_work_object,pump,work_object,pompă,szivattyú
punch_work_object,punch,work_object,poanson,stancoló
pupil,pupil,population,elev,diák
pupils,pupils,population,elevi,diákok
purchase_work_object,purchase,work_object,achiziție,vásárlás
purchasing_task,purchasing,task,achiziționare,beszerzés
pyrotechnic_industry,pyrotechnic,industry,pirotehnică,pirotechnikai ipar
pyrotechnics_task,pyrotechnic,task,pirotehnie,pirotechnika
quality,quality,task,controlul calității,minőségellenőrzés
quality_assurance,quality assurance,task,asigurarea calității,minőségbiztosítás
quantity_work_object,quantity,work_object,cantitate,mennyiség
quarry_work_object,quarry,work_object,carieră de piatră,kőbánya
quick_task,quick,task,intervenție rapidă,gyorsbeavatkozás
race_track_work_object,race track,work_object,pistă de curse,versenypálya
radiation_task,radiation,task,protecție la radiații,sugárvédelem
radio_knowledge_domain,radio,knowledge_domain,radiodifuziune,rádiózás
radio_work_object,radio,work_object,radio,rádió
rail_work_object,rail,work_object,șină,sín
railway,railway,venue,cale ferată,vasútállomás
rating_task,rating,task,evaluare,értékelés
raw_knowledge_domain,raw,knowledge_domain,materii prime,nyersanyagok
raw_product,raw,product,materie primă,nyersanyag
raw_work_object,raw,work_object,materie primă,nyersanyag
reactor_work_object,reactor,work_object,reactor,reaktor
real_industry,real,industry,sector imobiliar,ingatlanipar
rearing_task,rearing,task,creștere de animale,állatnevelés
reception,reception,venue,recepție,recepció
recirculation_task,recirculation,task,recirculare,újrakeringetés
record_work_object,record,work_object,înregistrare,rekord
recording_task,recording,task,înregistrare audio,hangfelvétel
recovery,recovery,task,recuperare,helyreállítás
recreation_task,recreation,task,recreere,rekreáció
recreational_industry,recreational,industry,agrement,rekreációs ipar
recruitment_task,recruitment,task,recrutare,toborzás
recycling_task,recycling,task,reciclare,újrahasznosítás
refinery_shift_work_object,refinery shift,work_object,tură de rafinărie,finomítói műszak
refining_task,refining,task,rafinare,finomítás
refrigeration_task,refrigeration,task,refrigerare,hűtőtechnika
refurbishing_task,refurbishing,task,recondiționare,felújítás
refuse_work_object,refuse,work_object,deșeuri,hulladék
refuse_vehicle_work_object,refuse vehicle,work_object,autospecială de gunoi,hulladékgyűjtő jármű
regional_noop,regional,noop,dezvoltare regională,regionális ipar
regulatory,regulatory,industry,reglementare,szabályozás
rehabilitation_task,rehabilitation,task,reabilitare,rehabilitáció
relations_knowledge_domain,relations,knowledge_domain,relații internaționale,nemzetközi kapcsolatok
relationship,relationship,task,gestionarea relațiilor,kapcsolatkezelés
religion_knowledge_domain,religion,knowledge_domain,religie,vallás
religiou_knowledge_domain,religiou,knowledge_domain,studii religioase,vallástudomány
relocation_task,relocation,task,relocare,áttelepítés
remote_work_object,remote,work_object,sistem la distanță,távoli rendszer
removal_industry,removal,industry,servicii de mutare,költöztetési ipar
renewable,renewable,industry,energie regenerabilă,megújuló energiaipar
rental,rental,task,închiriere,bérbeadás
repair,repair,task,reparații,javítás
reprographics_work_object,reprographic,work_object,reprografie,reprográfia
rescue,rescue,task,salvare,mentés
research,research,task,cercetare,kutatás
residential_industry,residential,industry,sector rezidențial,lakóingatlan-ipar
resilience_knowledge_domain,resilience,knowledge_domain,reziliență,reziliencia
resort,resort,venue,stațiune,üdülőhely
resource_knowledge_domain,resource,knowledge_domain,gestionare resurse,erőforrás-kezelés
resources_knowledge_domain,resources,knowledge_domain,resurse naturale,erőforrások
respiratory_industry,respiratory,industry,asistență respiratorie,légzőszervi ipar
response,response,task,răspuns la urgențe,reagálás
responsibility_industry,responsibility,industry,responsabilitate socială,felelősségvállalási ipar
restaurant,restaurant,venue,restaurant,étterem
restoration_task,restoration,task,restaurare,restaurálás
retail,retail,channel,comerț cu amănuntul,kiskereskedelem
revenue_industry,revenue,industry,administrare venituri,adó-és illetékipar
rewinding_task,rewinding,task,reînfășurare,újracsévélés
riding_task,riding,task,echitație,lovaglás
rigging_task,rigging,task,manevrare greutăți,teherfelfüggesztés
right_task,right,task,drepturi,jogkezelés
risk,risk,task,gestionare risc,kockázatkezelés
road,road,industry,infrastructură rutieră,közútépítési ipar
roadside_work_object,roadside,work_object,asistență rutieră,útmenti segítség
robot_industry,robot,industry,robotică industrială,robotipar
robotics_knowledge_domain,robotic,knowledge_domain,robotică,robotika
robotics_work_object,robotic,work_object,sistem robotic,robotrendszer
roller_work_object,roller,work_object,rolă,görgő
rolling_task,rolling,task,Laminare,hengerlés
roofing_task,roofing,task,acoperire acoperișuri,tetőfedés
room,room,venue,cameră,szoba
rotating_task,rotating,task,rotație,forgatás
router_product,router,product,router,router
router_work_object,router,work_object,router,router
rubber_work_object,rubber,work_object,cauciuc,gumi
rubber_good_work_object,rubber good,work_object,articole din cauciuc,gumiáru
rubber_product_work_object,rubber product,work_object,produs din cauciuc,gumitermék
safety,safety,task,securitate și sănătate,biztonságtechnika
sales,sales,task,vânzări,értékesítés
salon,salon,venue,salon,szalon
sample_task,sample,task,prelevare probe,mintavétel
sampling,sampling,task,eșantionare,mintavételezés
satellite_work_object,satellite,work_object,satelit,műhold
sauce_work_object,sauce,work_object,sosuri,mártás
sawing_task,sawing,task,debitare cu ferăstrăul,fűrészelés
sawmill_work_object,sawmill,work_object,gater,fűrészüzem
scaffolding_task,scaffolding,task,montare schele,állványozás
scanning_task,scanning,task,scanare,scennelés
scenery_work_object,scenery,work_object,decor de scenă,díszlet
scenic_industry,scenic,industry,scenografie,díszletipar
scheduling_task,scheduling,task,planificare orară,ütemezés
scheme_task,scheme,task,proiectare scheme,rendszertervezés
school,school,venue,școală,iskola
science,science,knowledge_domain,știință,tudomány
scientific,scientific,industry,cercetare științifică,tudományos ipar
scrap_knowledge_domain,scrap,knowledge_domain,deșeuri metalice,fémhulladék
scrap_product,scrap,product,deșeu,hulladék
scraper_work_object,scraper,work_object,răzuitor,kaparógép
screen_product,screen,product,ecran,képernyő
screen_work_object,screen,work_object,ecran,képernyő
screening,screening,task,triere,szűrés
screens_product,screens,product,ecrane,képernyők
screens_work_object,screens,work_object,ecrane,képernyők
screw_work_object,screw,work_object,șurub,csavar
script_work_object,script,work_object,scenariu,forgatókönyv
seafood_product,seafood,product,fructe de mare,tenger gyümölcsei
sealing_task,sealing,task,etanșare,etanchírozás
search_engine_task,search engine,task,optimizare motoare de căutare,keresőmotor-kezelés
second_work_object,second,work_object,secundă,másodperc
secondary_venue,secondary,venue,școală secundară,másodlagos helyszín
secondary_school,secondary school,venue,școală secundară,középiskola
section_task,section,task,secționare,szekcionálás
sectional_industry,sectional,industry,construcții din secțiuni,szekcionált ipar
securities,securities,knowledge_domain,titluri de valoare,értékpapírok
security,security,task,securitate,biztonság
security_alarm_work_object,security alarm,work_object,alarmă de securitate,biztonsági riasztó
seed_knowledge_domain,seed,knowledge_domain,semințe,vetőmag-ismeret
seed_product,seed,product,sămânță,vetőmag
semi_finished_product,semi finished,product,semifabricat,félkész termék
sensing_task,sensing,task,senzoristică,érzékelés
sensor_knowledge_domain,sensor,knowledge_domain,senzori,szenzortechnika
sensor_work_object,sensor,work_object,senzor,érzékelő
sensory_industry,sensory,industry,analiză senzorială,szenzoros ipar
separation_task,separation,task,separare,szétválasztás
septic_industry,septic,industry,sisteme septice,szeptikus ipar
service,service,task,serviciu,szolgáltatás
services,services,task,servicii,szolgáltatások
set,set,task,setare,beállítás
sewerage_work_object,sewerage,work_object,rețea de canalizare,csatornahálózat
sewerage_network_work_object,sewerage network,work_object,rețea de canalizare,csatornahálózat
sewerage_system_work_object,sewerage system,work_object,sistem de canalizare,csatornarendszer
sewing,sewing,task,coasere,varrás
sewing_work_object,sewing,work_object,croitorie,varrás
sewing_machine,sewing machine,work_object,mașină de cusut,varrógép
sexual_industry,sexual,industry,sănătate sexuală,szexuális egészségügyi ipar
sheep_work_object,sheep,work_object,ovine,juh
sheet_industry,sheet,industry,tabla metalică,lemezipar
shelf_work_object,shelf,work_object,raft,polc
shelter,shelter,venue,adăpost,menedékhely
shiatsu_work_object,shiatsu,work_object,shiatsu,shiatsu
shift_noop,shift,noop,tură de lucru,műszak
ship_knowledge_domain,ship,knowledge_domain,construcții navale,hajózás
ship_product,ship,product,navă,hajó
ship_work_object,ship,work_object,navă,hajó
shipping_task,shipping,task,expediere maritimă,hajózási szállítás
ships_product,ships,product,nave,hajók
ships_work_object,ships,work_object,nave,hajók
shoe_product,shoe,product,pantof,cipő
shoe_work_object,shoe,work_object,pantof,cipő
shop,shop,venue,magazin,bolt
sign,sign,knowledge_domain,semnalistică,jelzés
sign_language,sign language,knowledge_domain,limbaj mimico-gestual,jelnyelv
simulation_task,simulation,task,simulare,szimuláció
site,site,venue,șantier,helyszín
situation_task,situation,task,gestionarea situațiilor,helyzetkezelés
ski_knowledge_domain,ski,knowledge_domain,schi,síelés
ski_lift_work_object,ski lift,work_object,teleschi,sífelvonó
slate_work_object,slate,work_object,ardezie,pala
slitter_work_object,slitter,work_object,mașină de tăiat longitudinal,hasítógép
smart_knowledge_domain,smart,knowledge_domain,tehnologii inteligente,okostechnológia
smart_work_object,smart,work_object,dispozitiv inteligent,okoseszköz
smart_city_knowledge_domain,smart city,knowledge_domain,oraș inteligent,okosváros
snow_task,snow,task,deszăpezire,hóeltakarítás
snow_clearing_task,snow-clearing,task,curățare zăpadă,hóeltakarítás
snowboard_knowledge_domain,snowboard,knowledge_domain,snowboard,snowboard
soap_product,soap,product,săpun,szappan
soap_work_object,soap,work_object,săpun,szappan
soap_drier_work_object,soap drier,work_object,uscător de săpun,szappanszárító
soap_tower_work_object,soap tower,work_object,turn de săpun,szappantorony
social,social,industry,asistență socială,szociális szektor
sociology_knowledge_domain,sociology,knowledge_domain,sociologie,szociológia
software_knowledge_domain,software,knowledge_domain,software,szoftver
software_product,software,product,produs software,szoftvertermék
software_work_object,software,work_object,software,szoftver
soil_work_object,soil,work_object,sol,talaj
solar,solar,industry,energie solară,napenergia-ipar
soldering_task,soldering,task,lipire metalică,forrasztás
sole_work_object,sole,work_object,talpă de pantof,cipőtalp
solid_waste_work_object,solid waste,work_object,deșeuri solide,szilárd hulladék
sound_knowledge_domain,sound,knowledge_domain,acustică și sunet,hangtechnika
sound_work_object,sound,work_object,sunet,hang
sourcing_task,sourcing,task,aprovizionare,forrásbeszerzés
spa_work_object,spa,work_object,spa,spa
space_knowledge_domain,space,knowledge_domain,spațiu cosmic,űrkutatás
spark_work_object,spark,work_object,scânteie,skikra
speaking_task,speaking,task,discurs public,orátori feladat
special_industry,special,industry,specializat,speciális ipar
special_population,special,population,grupe speciale,speciális népesség
special_educational_needs,special educational needs,population,nevoi educaționale speciale,speciális oktatási igények
special_needs,special needs,population,nevoi speciale,speciális szükségletek
specialised,specialised,industry,specializat,specializált ipar
speech,speech,knowledge_domain,logopedie,beszédtechnika
speech_and_language,speech and language,knowledge_domain,vorbire și limbaj,beszéd és nyelv
spice_knowledge_domain,spice,knowledge_domain,condimente,fűszerismeret
spice_product,spice,product,condiment,fűszer
spinning_task,spinning,task,filare,fonás
sporting_task,sporting,task,activități sportive,sporttevékenység
sports,sports,industry,sport,sportipar
sports_product,sports,product,articole sportive,sportcikk
spot_work_object,spot,work_object,reflectoric,reflektorfény
spring_task,spring,task,fabricare arcuri,rugógyártás
sprinkler_work_object,sprinkler,work_object,aspersor,sprinkler
squadron_work_object,squadron,work_object,escadrilă,század
stage,stage,venue,scenă,színpad
staircase_work_object,staircase,work_object,scară,lépcső
stamping_task,stamping,task,ștampilare,stancolás
stand_work_object,stand,work_object,stand,stand
stand_up_work_object,stand up,work_object,stand-up,stand-up
standalone_product,standalone,product,produs autonom,önálló termék
starch_work_object,starch,work_object,amidon,keményítő
state_work_object,state,work_object,stat,állam
station_task,station,task,operare stație,állomáskezelés
stationery_product,stationery,product,papetărie,papír-írószer
statistical_industry,statistical,industry,statistică,statisztikai ipar
statistics,statistics,knowledge_domain,statistică,statisztika
steam_work_object,steam,work_object,abur,gőz
steam_turbine_work_object,steam turbine,work_object,turbină cu abur,gőzturbina
steering_task,steering,task,virare,kormányzás
steiner_knowledge_domain,steiner,knowledge_domain,pedagogie Steiner,Steiner-pedagógia
sterile_work_object,sterile,work_object,mediu steril,steril környezet
stitching_task,stitching,task,surfilare,tűzés
stock_knowledge_domain,stock,knowledge_domain,gestiune stocuri,raktárkészlet-kezelés
stock_product,stock,product,stoc,készlet
stock_work_object,stock,work_object,stoc,készlet
stone_work_object,stone,work_object,piatră,kő
stop_knowledge_domain,stop,knowledge_domain,oprire,leállítás
stop_motion_task,stop-motion,task,stop-cadru,stop-motion
store_industry,store,industry,comerț cu amănuntul,bolti ipar
storyboard_knowledge_domain,storyboard,knowledge_domain,storyboard,storyboard
straightening_task,straightening,task,indreptare,egyenesítés
strategic_industry,strategic,industry,management strategic,stratégiai ipar
street_knowledge_domain,street,knowledge_domain,infrastructură stradală,utcaépítés
street_food_work_object,street food,work_object,mâncare stradală,street food
stress_knowledge_domain,stress,knowledge_domain,managementul stresului,stresszkezelés
stringed_knowledge_domain,stringed,knowledge_domain,instrumente cu coarde,vonós hangszerek
structural_industry,structural,industry,inginerie structurală,szerkezetépítő ipar
student,student,population,student,hallgató
students,students,population,studenți,hallgatók
studies,studies,knowledge_domain,studii,tanulmányok
studio,studio,venue,studio,stúdió
substance_misuse_work_object,substance misuse,work_object,abuz de substanțe,szerhasználat
substation_task,substation,task,stație electrică,transzformátor-állomás
sugar_product,sugar,product,zahăr,cukor
sugar_chocolate_knowledge_domain,sugar chocolate,knowledge_domain,ciocolată și produse din zahăr,cukor és csokoládé
sugar_chocolate_product,sugar chocolate,product,ciocolată și dulciuri,cukor és csokoládé
sugar_confectionery_knowledge_domain,sugar confectionery,knowledge_domain,confectii din zahăr,cukortermékek
sugar_confectionery_product,sugar confectionery,product,dulciuri din zahăr,cukorkaáru
sugar_refinery_work_object,sugar refinery,work_object,rafinărie de zahăr,cukorgyár
supermarket_venue,supermarket,venue,supermarket,szupermarket
supply_product,supply,product,furnizare,ellátási termék
supply_chain_work_object,supply chain,work_object,lanț de aprovizionare,ellátási lánc
support,support,task,suport tehnic,támogatás
supreme_work_object,supreme,work_object,curte supremă,legfelsőbb
surface_work_object,surface,work_object,suprafață,felület
surface_mount_knowledge_domain,surface mount,knowledge_domain,montare pe suprafață,felületszerelés
surface_mount_work_object,surface mount,work_object,componentă SMD,felületszerelt elem
surgical_industry,surgical,industry,chirurgie,sebészet
surveillance_industry,surveillance,industry,supraveghere video,megfigyelőipar
surveying_task,surveying,task,topografie,földmérés
survival_industry,survival,industry,supraviețuire,túlélési ipar
sustainability_work_object,sustainability,work_object,sustenabilitate,fenntarthatóság
swaging_task,swaging,task,mătuire metalică,sajtolás
swimming_task,swimming,task,înot,úszás
switchboard_work_object,switchboard,work_object,tablou electric,kapcsolótábla
synthetic,synthetic,industry,materiale sintetice,szintetikus ipar
system_knowledge_domain,system,knowledge_domain,sisteme informatice,rendszertan
system_product,system,product,sistem,rendszer
system_work_object,system,work_object,sistem,rendszer


concept_id,canonical,dimension,ro,hu
systems_product,systems,product,sisteme,rendszerek
systems_work_object,systems,work_object,sisteme,rendszerek
table_saw_work_object,table saw,work_object,ferăstrău de masă,asztali körfűrész
talent_task,talent,task,gestionare talente,tehetséggondozás
talented_knowledge_domain,talented,knowledge_domain,educație supradotați,tehetséggondozás
tangible_product,tangible,product,produs tangibil,kézzelfogható termék
tank_product,tank,product,rezervor,tartály
tank_work_object,tank,work_object,rezervor,tartály
tanning_task,tanning,task,tăbăcire,cserzés
tape_product,tape,product,bandă,szalag
tax,tax,knowledge_domain,fiscalitate,adózás
taxi_work_object,taxi,work_object,taxi,taxi
tea_product,tea,product,ceai,tea
teaching,teaching,task,predare,tanítás
team_industry,team,industry,lucru în echipă,csapatmunka-ipar
technical_industry,technical,industry,tehnic,műszaki ipar
technical_task,technical,task,asistență tehnică,műszaki feladat
technology,technology,knowledge_domain,tehnologie,technológia
telecommunication_task,telecommunication,task,telecomunicații,távközlési feladat
telecommunications,telecommunications,knowledge_domain,telecomunicații,távközlés
telemarketing,telemarketing,channel,telemarketing,telemarketing
telephone,telephone,channel,telefon,telefon
tenni_knowledge_domain,tenni,knowledge_domain,tenis,tenisz
tent_work_object,tent,work_object,cort,sátor
terminal,terminal,venue,terminal,terminál
test,test,task,testare,tesztelés
testing,testing,task,testare,tesztelés
textile_knowledge_domain,textile,knowledge_domain,textile,textilipar
textile_product,textile,product,produs textil,textiltermék
textile_work_object,textile,work_object,material textil,textil
textile_industry_machinery_knowledge_domain,textile industry machinery,knowledge_domain,utilaje textile,textilipari gépek
textile_industry_machinery_product,textile industry machinery,product,utilaj textil,textilipari gép
textile_leather_knowledge_domain,textile leather,knowledge_domain,textile și piele,textil és bőr
textile_pattern_work_object,textile pattern,work_object,tipar textil,textilminta
textile_product_work_object,textile product,work_object,produs textil,textiltermék
textile_semi_finished_knowledge_domain,textile semi finished,knowledge_domain,semifabricate textile,textil félkész termékek
textile_semi_finished_product,textile semi finished,product,semifabricat textil,textil félkész termék
textile_textile_semi_finished_product,textile textile semi finished,product,semifabricat textil,textil félkész termék
textiles_product,textiles,product,textile,textíliák
thanatology_knowledge_domain,thanatology,knowledge_domain,tanatologie,tanatológia
theater,theater,venue,teatru,színház
theatre,theatre,venue,teatru,színház
theme_work_object,theme,work_object,temă,téma
theology,theology,knowledge_domain,teologie,teológia
therapy_work_object,therapy,work_object,terapie,terápia
thermal_industry,thermal,industry,energie termică,hőenergia-ipar
thread_work_object,thread,work_object,fir,fonal
ticket_task,ticket,task,bilete,jegykezelés
tile_work_object,tile,work_object,placă ceramică,csempe
tiling_task,tiling,task,placare cu faianță,csempézés
timber_product,timber,product,cherestea,fűrészáru
tissue_paper_work_object,tissue paper,work_object,hârtie absorbantă,papírzsebkendő
tobacco_product,tobacco,product,produs din tutun,dohánytermék
tobacco_product_knowledge_domain,tobacco product,knowledge_domain,produse din tutun,dohánytermékek
tobacco_product_product,tobacco product,product,produs din tutun,dohánytermék
toilet_work_object,toilet,work_object,toaletă,toalett
tool_product,tool,product,sculă,szerszám
tool_work_object,tool,work_object,sculă,szerszám
tooling_task,tooling,task,sculărie,szerszámozás
tools_product,tools,product,scule,szerszámok
tools_work_object,tools,work_object,scule,szerszámok
tour_product,tour,product,circuit turistic,túra
tour_work_object,tour,work_object,tură,túra
tourism_industry,tourism,industry,turism,turizmus
tourism_knowledge_domain,tourism,knowledge_domain,turism,turizmus
tourist,tourist,population,turiști,turisták
